application_id,submission_date,itr_assessment_year,state,lender_type,loan_type,employment_type,application_channel,document_bundle_size,cibil_score,loan_amount_inr,land_record_document_type,land_record_state,land_record_survey_no,land_record_owner_name,sale_deed_consideration_value,ec_registered_value,ec_liens_count,mutation_date_manipulated,borrower_name,declared_income_annual_inr,borrower_pan,borrower_aadhaar_no,identity_document_type,itr_declared_income,itr_acknowledgement_no,itr_filing_date,form_16_gross_salary,form_16_employer_tan,salary_slip_gross_monthly_inr,salary_slip_employer_name,salary_slip_employer_tan,bank_statement_annual_credits_inr,bank_statement_unusual_credits_count,bank_statement_round_number_flag,gst_annual_turnover,gst_registration_number,gst_cross_month_inconsistency,balance_sheet_total_assets,balance_sheet_total_liabilities,pnl_net_profit_inr,balance_sheet_auditor_urn,nach_mandate_beneficiary_name,nach_mandate_amount_inr,nach_mandate_alteration_detected,guarantor_name,guarantor_overcommitment_detected,pdf_structural_anomaly_score,pixel_manipulation_detected,cloned_region_detected,frequency_domain_anomaly_score,font_inconsistency_score,physical_scan_coherence_score,metadata_timestamp_contradiction,unicode_substitution_detected,ai_generated_document_probability,compression_anomaly_detected,documents_flagged_count,pdf_metadata_modification_delay_days,income_cross_doc_variance_pct,itr_vs_bank_stmt_discrepancy_pct,form16_vs_salary_slip_discrepancy_pct,property_valuation_discrepancy_pct,encumbrance_suppression_flag,double_pledge_risk_score,employment_tan_mismatch,field_investigation_status,field_investigation_gps_mismatch,overall_fraud_risk_score,fraud_risk_category,manual_review_triggered,adverse_action_triggered,final_decision,processing_time_ms,ground_truth_fraud_label,fraud_sub_type,document_primary_language,adverse_action_reason,rbi_fpc_compliant,audit_log_hash
SRS-2023-000598,25-08-2024,FY2023-24,Rajasthan,Private_Bank,Retail_Salaried,Salaried_Private_Sector,Branch,9,585,2661097,,,,,,,,,Fatima Bose,1157688,SVAPB9540E,XXXX-XXXX-0556,PAN_Card,1113104,151752225590943,12-05-2024,1151432,LKJC07515J,100829,Wipro Technologies,LKJC07515J,1113592,0,False,,,,,,,,SBI Finance,48044,False,,,0.2555,False,False,0.167,0.5932,0.8701,False,False,0.138,False,0,0,7.3908,2.8723,1.8652,,False,0.1549,False,Not_Applicable,,8,Clean,False,False,Approved,5309,0,Clean,Hindi,,False,7a0c7a4a9662
SRS-2023-000599,26-07-2025,FY2023-24,Jammu & Kashmir,NBFC,MSME,Partnership_Firm,DSA,11,612,11678360,,,,,,,,,Vijay Prasad,1958979,YTAPP7664C,XXXX-XXXX-7251,Aadhaar,1935444,883424096094948,15-03-2025,,,,,,1968285,1,False,3117158,01YTAPP7664C3ZM,False,3826000,3826000,1786000,269561405116405288,,,,,,0.2924,False,False,0.7321,0.1985,0.8765,False,False,0.1969,False,0,1,1.3901,10.6783,,,False,0.113,False,Not_Applicable,,9,Clean,False,False,Approved,1168,0,Clean,Hindi,,False,f4f756bbe4a5
SRS-2024-000552,05-06-2023,FY2021-22,Jharkhand,Private_Bank,MSME,Proprietor,Branch,10,619,20023814,,,,,,,,,Fatima Verma,5568235,JCCPV3857X,XXXX-XXXX-7649,Aadhaar,5585103,330214799043682,28-01-2023,,,,,,5136253,0,False,9098347,20JCCPV3857X6Z6,False,17195000,17195000,5793000,263177862284564634,ICICI Finance,125000,False,,,0.1938,False,False,0.17,0.5218,0.7725,False,False,0.1751,False,0,2,0.5042,7.9795,,,False,0.0827,False,Passed,False,8,Clean,False,False,Approved,865,0,Clean,Hindi,,False,30354340e30a
SRS-2025-000552,04-02-2023,FY2022-23,Karnataka,MFI,MSME,Private_Ltd_Director,Digital_Portal,5,700,21719126,,,,,,,,,Priya Gowda,8148908,XEAPG8523T,XXXX-XXXX-6730,Voter_ID,7899284,837147359701395,02-10-2022,,,,,,7455745,0,False,19929490,29XEAPG8523T6ZT,False,14669000,14669000,8529000,268841812145205175,PolyOculus Finance,125000,False,,,0.1388,False,False,0.0455,0.0851,0.9044,False,False,0.264,False,0,2,3.7788,0.9266,,,False,0.5101,False,Passed,False,0,Clean,False,False,Approved,572,0,Clean,Kannada,,False,d9eaf718400f
SRS-2026-000521,26-07-2023,FY2022-23,Haryana,NBFC,Housing_Finance,Private_Ltd_Director,Branch,11,710,33069085,Fard,Haryana,290/7C,Sai Nair,37000000,35460985,0,False,Sai Nair,6672677,DKTPN7617S,XXXX-XXXX-4379,Aadhaar,6731520,509911544999353,22-06-2023,,,,,,7237836,0,False,15833306,06DKTPN7617S4ZB,False,17431000,17431000,5128000,268712662566826480,HDFC Finance,125000,False,Priya Pillai,False,0.1446,False,False,0.2873,0.1424,0.6534,False,False,0.1897,False,0,1,5.4364,2.9484,,7.8501,False,0.4691,False,Passed,False,0,Clean,False,False,Approved,1360,0,Clean,Hindi,,False,796ccb74eb37
SRS-2024-000553,15-06-2023,FY2021-22,Odisha,PSB,Retail_Salaried,Salaried_Govt,Digital_Portal,7,613,4039097,,,,,,,,,Ritu Verma,1969378,TSHPV5500X,XXXX-XXXX-1649,PAN_Card,2033849,336513595862373,14-12-2022,1931131,OHHG54163V,171969,Godrej Industries,OHHG54163V,1899024,1,False,,,,,,,,HDFC Finance,71613,False,Sunita Mishra,False,0.3179,False,False,0.6313,0.2091,0.8216,False,False,0.2785,False,0,1,4.2423,16.4602,3.7609,,False,0.2687,False,Not_Applicable,,9,Clean,False,False,Approved,781,0,Clean,English,,False,a29334353fdd
SRS-2023-000600,17-12-2025,FY2023-24,Delhi NCT,Private_Bank,Retail_Salaried,Salaried_Private_Sector,Digital_Portal,8,829,1442607,,,,,,,,,Ananya Verma,652780,JSYPV2609Q,XXXX-XXXX-5162,Aadhaar,655925,492885578896063,01-06-2025,660195,JLDB59416I,53495,Accenture India,JLDB59416I,602735,1,False,,,,,,,,PolyOculus Finance,20594,False,Sandeep Prasad,False,0.4469,True,False,0.2732,0.5073,0.8162,True,False,0.1809,False,0,2,9.4894,8.3406,2.7712,,False,0.1513,False,Not_Applicable,,39,Low_Risk,False,False,Approved,6124,0,Clean,Hindi,,False,885c50900c69
SRS-2025-000553,22-05-2024,FY2023-24,Delhi NCT,PSB,MSME,Private_Ltd_Director,DSA,6,780,9249734,,,,,,,,,Amit Patel,4103910,WQBPP9401Z,XXXX-XXXX-3911,Passport,4083833,450812724048110,22-01-2024,,,,,,4498627,5,False,10225849,07WQBPP9401Z2ZH,False,7504000,7504000,3185000,261513191967514891,ICICI Finance,125000,False,,,0.7544,True,True,0.4728,0.4139,0.2051,False,False,0.4586,True,2,73,61.6732,146.7565,,,False,0.2978,False,Not_Applicable,,62,Medium_Risk,True,False,Manual_Review,4674,1,Bank_Statement_Manipulation,Hindi,,False,45199d0e031c
SRS-2026-000522,21-07-2023,FY2021-22,Punjab,MFI,Agricultural,Tenant_Farmer,Business_Correspondent,10,747,1321468,Fard,Punjab,447/11,Ananya Sharma,2001382,2033230,0,False,Ananya Sharma,613943,TQHPS5435I,XXXX-XXXX-4395,PAN_Card,,,,,,,,,662125,1,False,,,,,,,,,,,,,0.5936,False,False,0.4291,0.6264,0.5841,False,False,0.3493,False,0,1,8.8485,10.23,,10.3105,False,0.2513,False,Passed,False,17,Clean,False,False,Approved,578,0,Clean,Hindi,,False,7985f747bb28
SRS-2024-000554,03-02-2024,FY2022-23,Delhi NCT,Private_Bank,Retail_Salaried,Salaried_Govt,Branch,9,707,3410475,,,,,,,,,Deepak Sharma,1588478,YKMPS8253T,XXXX-XXXX-4147,Voter_ID,1574879,911645117214364,02-09-2023,1569835,HSTV28546B,123927,Cognizant Technologies,HSTV28546B,1599167,2,False,,,,,,,,ICICI Finance,48671,False,Kavitha Reddy,False,0.0969,False,False,0.6006,0.2072,0.8611,False,False,0.2008,False,0,1,11.9282,5.8655,1.8813,,False,0.4512,False,Not_Applicable,,10,Clean,False,False,Approved,782,0,Clean,Hindi,,False,9bb986857bd0
SRS-2022-000538,10-03-2024,FY2022-23,Kerala,PSB,MSME,Proprietor,Mobile_App,8,681,19189700,,,,,,,,,Sunil Menon,3582306,SLAPM8064I,XXXX-XXXX-9079,Passport,3658766,858536325642039,01-02-2024,,,,,,3504539,2,False,7908189,32SLAPM8064I4ZM,False,13769000,13769000,3740000,263552510972889446,,,,,,0.2293,False,False,0.0715,0.0639,0.8619,False,False,0.2625,False,0,1,5.5132,3.8663,,,False,0.4363,False,Passed,False,2,Clean,False,False,Approved,1088,0,Clean,Malayalam,,False,49e5c5c9ae9c
SRS-2023-000601,19-12-2023,FY2022-23,Telangana,NBFC,Retail_Salaried,Salaried_Govt,DSA,11,611,4218879,,,,,,,,,Kavitha Yadav,1663562,IBZPY6019D,XXXX-XXXX-2889,Passport,1739723,860731666786716,09-07-2023,1673193,HVCO52892R,146691,Wipro Technologies,HVCO52892R,1771113,1,False,,,,,,,,PolyOculus Finance,65459,False,Ramesh Prasad,False,0.2168,False,True,0.2079,0.6466,0.7599,False,False,0.1935,False,0,2,2.3167,20.146,3.5415,,False,0.432,False,Not_Applicable,,21,Clean,False,False,Approved,1395,0,Clean,Telugu,,False,74624ae17182
SRS-2022-000539,02-01-2022,FY2021-22,Andhra Pradesh,Private_Bank,Housing_Finance,Salaried_Govt,Digital_Portal,9,702,22884450,Pattadar Passbook,Andhra Pradesh,183/6B,Rahul Singh,37000000,36078126,0,False,Rahul Singh,8124589,TSTPS0223N,XXXX-XXXX-9143,PAN_Card,8388163,747073960993176,19-12-2021,8237668,QJQT25645L,739374,Larsen & Toubro,QJQT25645L,8785597,0,False,,,,,,,,ICICI Finance,125000,False,Sandeep Reddy,False,0.6555,False,False,0.2424,0.258,0.6618,False,False,0.177,False,0,0,2.1421,13.0529,7.5877,8.0408,False,0.314,False,Passed,False,8,Clean,False,False,Approved,987,0,Clean,Telugu,,False,d8e5670eedcc
SRS-2022-000540,28-05-2026,FY2024-25,Karnataka,HFC,Retail_Salaried,Salaried_Private_Sector,Digital_Portal,4,617,2305332,,,,,,,,,Kavitha Patil,937038,FLSPP1503M,XXXX-XXXX-0816,PAN_Card,941537,702080858132371,09-02-2026,946223,PRAL64549C,73164,Larsen & Toubro,PRAL64549C,988404,0,False,,,,,,,,PolyOculus Finance,43810,False,Rahul Rao,False,0.6942,False,False,0.285,0.3918,0.8353,False,False,0.4612,False,0,1,10.2892,6.3125,5.2267,,False,0.0847,False,Not_Applicable,,8,Clean,False,False,Approved,818,0,Clean,Kannada,,False,5909f8ee497a
SRS-2023-000602,08-09-2023,FY2022-23,Gujarat,NBFC,Agricultural,Agricultural_Cultivator,DSA,6,650,1367442,7/12 Extract,Gujarat,903/6C,Amit Patel,2010812,2108590,0,False,Amit Patel,787638,XQTPP7931N,XXXX-XXXX-5249,Passport,,,,,,,,,699203,0,False,,,,,,,,,,,,,0.3012,False,False,0.5824,0.1601,0.9848,False,False,0.2973,False,0,0,13.3973,16.3786,,12.1001,False,0.3243,False,Passed,False,8,Clean,False,False,Approved,619,0,Clean,Gujarati,,False,0561565cb97a
SRS-2025-000554,21-07-2024,FY2022-23,Goa,HFC,Retail_Salaried,Salaried_PSU,DSA,6,791,3857012,,,,,,,,,Sai Menon,1511084,AJEPM2375N,XXXX-XXXX-6778,Aadhaar,1479115,107016753897363,23-01-2024,1506183,CFXI51267B,121134,Mahindra & Mahindra,CFXI51267B,1433250,0,False,,,,,,,,PolyOculus Finance,58129,False,Krishna Singh,False,0.5081,False,False,0.4905,0.0648,0.7812,False,False,0.4729,False,0,2,6.7727,4.8862,3.9384,,False,0.3061,False,Not_Applicable,,8,Clean,False,False,Approved,4041,0,Clean,English,,False,b766d264ae8b
SRS-2026-000523,22-08-2023,FY2022-23,Punjab,Private_Bank,MSME,Proprietor,Digital_Portal,4,544,16254591,,,,,,,,,Sai Kulkarni,3347999,WRIPK6222Z,XXXX-XXXX-3861,Aadhaar,3314786,393600060184686,29-04-2023,,,,,,3004451,2,False,9107727,03WRIPK6222Z3ZO,False,8555000,8555000,3736000,266992747658574763,HDFC Finance,125000,False,Kavitha Patil,False,0.1701,False,False,0.4028,0.4861,0.771,False,False,0.238,False,0,2,7.6201,3.0741,,,False,0.5527,False,Passed,False,10,Clean,False,False,Approved,448,0,Clean,Hindi,,False,1153d180ebe7
SRS-2024-000555,21-11-2022,FY2021-22,Karnataka,Private_Bank,MSME,Self_Employed_Professional,Branch,10,764,15450667,,,,,,,,,Anil Rao,3675492,SXFPR7755B,XXXX-XXXX-9940,PAN_Card,3812007,118459163862956,17-07-2022,,,,,,3521121,1,False,9967991,29SXFPR7755B0Z3,False,13776000,13776000,3143000,263716676253482769,SBI Finance,125000,False,Suresh Joshi,False,0.5105,False,False,0.1962,0.539,0.8307,False,False,0.2072,False,0,0,10.6398,10.9711,,,False,0.2053,False,Passed,False,17,Clean,False,False,Approved,1279,0,Clean,Kannada,,False,56391de84216
SRS-2026-000524,06-05-2025,FY2024-25,Jharkhand,NBFC,Housing_Finance,Salaried_Govt,Digital_Portal,11,634,45429266,Khatiyan,Jharkhand,866/12B,Deepak Singh,58101633,37246098,0,False,Deepak Singh,8800000,OJJPS0308S,XXXX-XXXX-5857,Aadhaar,8800000,816547773640440,18-01-2025,8935666,YZVF58666L,752502,HDFC Bank Ltd,YZVF58666L,7811842,0,False,,,,,,,,HDFC Finance,125000,False,Kaushik Kumar,False,0.6221,False,False,0.3527,0.4448,0.32,False,False,0.0912,True,2,68,12.908,8.1035,8.5378,68.1395,False,0.1915,False,Passed,False,23,Clean,False,True,Rejected,1079,1,Property_Valuation_Inflation,Hindi,"Sale deed consideration value of ₹58,101,633 exceeds the encumbrance certificate registered value of ₹37,246,098 by 68.1%. This discrepancy indicates possible sale deed value inflation to support a higher loan-to-value ratio.",True,833bf4a54a55
SRS-2025-000555,07-02-2025,FY2023-24,Jharkhand,Private_Bank,MSME,Partnership_Firm,DSA,9,792,15453477,,,,,,,,,Sai Dutta,2714337,YZFPD9461X,XXXX-XXXX-8243,Aadhaar,2701515,183287339062926,17-11-2024,,,,,,2948060,12,False,6088026,20YZFPD9461X7ZR,False,11974000,11974000,2306000,266542590855664977,HDFC Finance,125000,False,,,0.6979,True,False,0.4686,0.4644,0.1009,True,False,0.2494,False,5,75,82.1314,108.9958,,,False,0.2478,False,Passed,False,63,Medium_Risk,True,False,Manual_Review,8214,1,Bank_Statement_Manipulation,Hindi,,False,a6b7e2504951
SRS-2023-000603,27-04-2022,FY2021-22,Himachal Pradesh,PSB,MSME,Self_Employed_Professional,DSA,5,693,34918096,,,,,,,,,Vivaan Deshmukh,6435937,BQOPD1094H,XXXX-XXXX-0008,Aadhaar,6505346,622592994256991,17-11-2021,,,,,,6414365,1,False,18429308,02BQOPD1094H3ZV,False,18115000,18115000,5866000,268828011199887165,,,,,,0.2049,False,False,0.2851,0.402,0.7748,False,False,0.1738,False,0,2,2.149,3.1911,,,False,0.4326,False,Passed,False,1,Clean,False,False,Approved,1131,0,Clean,Hindi,,False,d0dd37d59a25
SRS-2024-000556,17-07-2025,FY2024-25,Jammu & Kashmir,PSB,Retail_Salaried,Salaried_Govt,Digital_Portal,6,695,4927333,,,,,,,,,Aarav Yadav,1443946,AADPY0409Y,XXXX-XXXX-8872,PAN_Card,1504529,738330522972951,12-01-2025,1446285,NOCX70575S,124430,ICICI Bank,NOCX70575S,1329732,2,False,,,,,,,,ICICI Finance,90938,False,Vijay Pillai,False,0.2947,False,False,0.3973,0.52,0.8394,False,False,0.2879,False,0,1,6.7294,10.2395,6.0769,,False,0.0414,False,Not_Applicable,,10,Clean,False,False,Approved,952,0,Clean,Hindi,,False,be5bb3a44368
SRS-2022-000541,12-05-2025,FY2023-24,Andhra Pradesh,NBFC,Retail_Salaried,Salaried_PSU,Branch,8,747,4511886,,,,,,,,,Kavitha Reddy,1413178,ZOQPR9821H,XXXX-XXXX-3222,Aadhaar,1422339,783052681656778,28-12-2024,1434676,UIDU58940F,125474,Godrej Industries,UIDU58940F,1261003,2,False,,,,,,,,SBI Finance,66392,False,Kavitha Prasad,False,0.1338,False,False,0.4951,0.1129,0.7214,False,False,0.1073,False,0,1,11.0332,15.0722,5.7123,,False,0.5089,False,Not_Applicable,,2,Clean,False,False,Approved,1184,0,Clean,Telugu,,False,6cd87b5a23fb
SRS-2022-000542,13-03-2025,FY2024-25,Gujarat,Private_Bank,Agricultural,Agricultural_Labourer,Branch,10,766,930022,7/12 Extract,Gujarat,172/7,Ramesh Patel,2000000,1977752,0,False,Ramesh Patel,406709,VPDPP5668D,XXXX-XXXX-2550,Passport,,,,,,,,,447810,1,False,,,,,,,,,,,Ramesh Shah,False,0.0705,False,False,0.1888,0.3385,0.8366,False,False,0.3242,False,0,0,7.2196,6.143,,11.2303,False,0.2555,False,Passed,False,1,Clean,False,False,Approved,714,0,Clean,Gujarati,,False,aa6b9cb4b909
SRS-2026-000525,27-12-2025,FY2024-25,Chhattisgarh,Private_Bank,MSME,Private_Ltd_Director,Branch,10,689,8395974,,,,,,,,,Meena Yadav,2127468,NPEPY4962J,XXXX-XXXX-0533,Aadhaar,2183049,894516463251507,06-09-2025,,,,,,2199856,0,True,3308617,22NPEPY4962J8ZD,False,5034000,5034000,2238000,262247403683482251,,,,Arjun Nair,False,0.4857,False,False,0.4006,0.3212,0.8936,False,False,0.2924,False,0,1,15.7734,0.392,,,False,0.055,False,Not_Applicable,,3,Clean,False,False,Approved,586,0,Clean,Hindi,,False,7b2723a3ccdb
SRS-2025-000556,04-07-2024,FY2023-24,Jharkhand,PSB,Retail_Salaried,Salaried_Private_Sector,Branch,6,718,2205802,,,,,,,,,Sandeep Dutta,667796,YIWPD0678H,XXXX-XXXX-1202,Voter_ID,692511,747968607561062,14-02-2024,669798,YKDP17529Z,51437,Infosys Limited,YKDP17529Z,693622,2,False,,,,,,,,HDFC Finance,40688,False,,,0.6329,False,False,0.2266,0.2069,0.9437,False,False,0.2015,False,0,1,7.2854,10.5471,9.199,,False,0.2085,False,Not_Applicable,,10,Clean,False,False,Approved,855,0,Clean,Hindi,,False,b26bf62ad182
SRS-2024-000557,21-11-2025,FY2024-25,Jharkhand,Small_Finance_Bank,Housing_Finance,Salaried_Private_Sector,Branch,12,661,6406940,Khatiyan,Jharkhand,32/5A,Sandeep Sharma,9199792,8878876,0,False,Sandeep Sharma,1845435,FLLPS7656J,XXXX-XXXX-7589,Aadhaar,1816842,900245747787735,11-11-2025,1824494,FWTH37234E,148490,Aditya Birla Group,FWTH37234E,1931340,2,False,,,,,,,,HDFC Finance,95595,False,Mohammad Singh,False,0.138,False,False,0.7217,0.4007,0.8627,False,False,0.2646,False,0,1,2.6275,10.6672,5.2701,14.3219,False,0.1598,False,Passed,False,10,Clean,False,False,Approved,745,0,Clean,Hindi,,False,55281135f196
SRS-2025-000557,17-03-2026,FY2024-25,Punjab,Small_Finance_Bank,Housing_Finance,Self_Employed_Professional,DSA,10,669,45114227,Fard,Punjab,460/8A,Mohammad Verma,37000000,38350771,1,False,Mohammad Verma,8800000,FLQPV2491O,XXXX-XXXX-3601,Voter_ID,8742819,884143437259393,03-03-2026,,,,,,8939011,2,False,21989796,03FLQPV2491O5ZC,False,25671000,25671000,8491000,264954082995404577,SBI Finance,125000,False,Vivaan Gupta,False,0.3471,False,False,0.6914,0.6709,0.8154,False,False,0.3175,False,0,2,1.1785,5.2009,,0.7777,False,0.485,False,Passed,False,18,Clean,False,False,Approved,828,0,Clean,Hindi,,False,f540152f490c
SRS-2026-000526,11-08-2023,FY2021-22,Madhya Pradesh,NBFC,Retail_Salaried,Salaried_Govt,Branch,5,600,4706671,,,,,,,,,Aarav Bose,2807019,GJMPB6353R,XXXX-XXXX-1666,Aadhaar,2676598,188241473699487,04-07-2023,2765554,ZJLS24004V,245566,Cognizant Technologies,ZJLS24004V,3095194,1,False,,,,,,,,ICICI Finance,78982,False,,,0.4349,False,False,0.4655,0.1185,0.735,False,False,0.252,False,0,1,1.9109,12.7587,9.0126,,False,0.0619,False,Not_Applicable,,1,Clean,False,False,Approved,1229,0,Clean,Hindi,,False,c013c2053d6e
SRS-2025-000558,20-03-2023,FY2022-23,West Bengal,PSB,Agricultural,Agricultural_Cultivator,Business_Correspondent,5,626,1000861,Khatian,West Bengal,617/1C,Sanjay Bose,2000000,2033630,0,False,Sanjay Bose,830684,BLBPB3470C,XXXX-XXXX-5075,Aadhaar,,,,,,,,,919335,1,False,,,,,,,,,,,Amit Banerjee,False,0.5095,False,False,0.4984,0.6885,0.8701,False,False,0.1784,False,0,0,6.0382,10.7692,,5.7508,False,0.165,False,Passed,False,17,Clean,False,False,Approved,521,0,Clean,Bengali,,False,8e518496e557
SRS-2024-000558,10-01-2026,FY2024-25,Chhattisgarh,HFC,Retail_Salaried,Salaried_Private_Sector,Mobile_App,13,686,2842558,,,,,,,,,Reyansh Choudhury,824860,EIRPC8277B,XXXX-XXXX-0376,Aadhaar,795335,082913477325363,18-11-2025,834135,BSWJ18489I,66366,Tata Consultancy Services,BSWJ18489I,758771,2,False,,,,,,,,PolyOculus Finance,56466,False,Sunita Prasad,False,0.7707,True,True,0.69,0.5575,0.2548,True,True,0.2097,False,3,50,15.0295,17.0951,10.4114,,False,0.1569,False,Not_Applicable,,76,High_Risk,True,False,Approved,9357,1,Identity_Document_Fraud,Hindi,,False,0e14b068a253
SRS-2026-000527,12-08-2022,FY2021-22,Odisha,Private_Bank,Retail_Salaried,Salaried_PSU,Digital_Portal,9,571,2829531,,,,,,,,,Neha Deshmukh,772784,GDBPD9339X,XXXX-XXXX-3102,PAN_Card,804058,362695362066833,11-03-2022,769376,VSFR54247Q,64105,Larsen & Toubro,VSFR54247Q,827906,2,False,,,,,,,,PolyOculus Finance,52113,False,Fatima Deshmukh,False,0.6092,False,False,0.3347,0.6982,0.8261,False,False,0.3144,False,0,2,5.8272,9.5514,3.7807,,False,0.2322,False,Not_Applicable,,18,Clean,False,False,Approved,1277,0,Clean,English,,False,202913b19966
SRS-2026-000528,05-12-2024,FY2022-23,Kerala,NBFC,Retail_Salaried,Salaried_Private_Sector,Mobile_App,8,585,647231,,,,,,,,,Karan Menon,365681,PNUPM2547F,XXXX-XXXX-8137,Aadhaar,365945,469485125467939,08-07-2024,367722,FZIB64023R,30760,Bharti Airtel,FZIB64023R,378770,1,False,,,,,,,,ICICI Finance,11000,False,,,0.3077,False,False,0.2969,0.283,0.8115,False,False,0.1377,False,0,1,2.6104,18.3119,5.5221,,False,0.3474,False,Not_Applicable,,1,Clean,False,False,Approved,1280,0,Clean,Malayalam,,False,24eb5c3059ad
SRS-2025-000559,04-06-2022,FY2021-22,Bihar,NBFC,Agricultural,Agricultural_Labourer,Digital_Portal,9,872,2038286,Record of Rights,Bihar,127/7C,Sanjay Reddy,2390549,2492025,0,False,Sanjay Reddy,1470820,IEZPR0455U,XXXX-XXXX-1922,PAN_Card,,,,,,,,,1337833,2,False,,,,,,,,,,,,,0.1771,False,False,0.3579,0.2167,0.92,False,False,0.1697,False,0,1,1.7696,3.3254,,3.2501,False,0.404,False,Passed,False,2,Clean,False,False,Approved,861,0,Clean,Hindi,,False,fc17c89a8330
SRS-2023-000604,08-02-2026,FY2024-25,Jharkhand,Private_Bank,MSME,Proprietor,Digital_Portal,10,839,19843423,,,,,,,,,Krishna Mishra,3829998,MELPM3721J,XXXX-XXXX-0720,Aadhaar,3715929,013136329927460,23-01-2026,,,,,,3530951,1,False,10207258,20MELPM3721J3ZM,False,12266000,12266000,3871000,265015802459889484,PolyOculus Finance,125000,False,,,0.1347,False,False,0.3598,0.2549,0.9084,False,False,0.3212,False,0,1,16.7706,2.7047,,,False,0.3886,False,Passed,False,1,Clean,False,False,Approved,968,0,Clean,Hindi,,False,f83b827af8bd
SRS-2024-000559,11-10-2025,FY2023-24,Andhra Pradesh,PSB,Retail_Salaried,Salaried_Private_Sector,Branch,7,753,2029383,,,,,,,,,Sai Yadav,558589,GZNPY4770U,XXXX-XXXX-8313,PAN_Card,566189,896194770385955,06-08-2025,552810,EFNQ35657R,43284,Godrej Industries,EFNQ35657R,560328,2,False,,,,,,,,HDFC Finance,37161,False,Swati Rao,False,0.3636,False,False,0.6743,0.1871,0.9501,False,False,0.3184,False,0,0,11.9359,15.5235,6.0071,,False,0.1571,False,Not_Applicable,,10,Clean,False,False,Approved,904,0,Clean,Telugu,,False,8030e36a4d15
SRS-2025-000560,23-08-2024,FY2022-23,Bihar,Private_Bank,Retail_Salaried,Salaried_PSU,Digital_Portal,7,731,5647828,,,,,,,,,Mohammad Dutta,1697881,EAFPD2254J,XXXX-XXXX-5146,Aadhaar,1643789,134230312892270,12-04-2024,1717241,XJYS68295P,138902,Godrej Industries,XJYS68295P,1842575,1,False,,,,,,,,SBI Finance,82419,False,Ananya Gupta,False,0.2205,False,False,0.5266,0.5403,0.7815,False,False,0.2878,False,0,1,5.9104,3.708,7.286,,False,0.2978,False,Not_Applicable,,17,Clean,False,False,Approved,1144,0,Clean,Hindi,,False,a86b5896b58c
SRS-2022-000543,18-06-2022,FY2021-22,Himachal Pradesh,PSB,Agricultural,Agricultural_Cultivator,Branch,10,841,1895705,Jamabandi,Himachal Pradesh,310/8C,Anil Kulkarni,3058310,3112746,0,False,Anil Kulkarni,721813,WQJPK7126C,XXXX-XXXX-2273,Aadhaar,,,,,,,,,748852,0,False,,,,,,,,,,,Krishna Reddy,False,0.0878,False,False,0.3366,0.2423,0.6582,False,False,0.1416,False,0,1,7.6437,16.5283,,12.742,False,0.0462,False,Passed,False,0,Clean,False,False,Approved,1081,0,Clean,Hindi,,False,faf1cdb51c26
SRS-2024-000560,07-03-2026,FY2024-25,Uttar Pradesh,PSB,MSME,Self_Employed_Professional,Branch,11,737,14031050,,,,,,,,,Rajesh Bose,5444608,BLUPB9381Q,XXXX-XXXX-5787,Aadhaar,5645962,714240716327383,08-10-2025,,,,,,4792692,2,False,13825011,09BLUPB9381Q4ZT,False,18310000,17226000,6189000,266003777760011235,ICICI Finance,125000,False,,,0.5085,True,True,0.6181,0.3625,0.4721,True,False,0.3025,False,5,0,60.6106,103.7386,,,False,0.3163,False,Not_Applicable,,72,Medium_Risk,True,False,Manual_Review,11159,1,Balance_Sheet_Fabrication,Hindi,,False,563e449ece6c
SRS-2022-000544,23-06-2024,FY2022-23,Jammu & Kashmir,NBFC,Housing_Finance,Private_Ltd_Director,DSA,9,809,11930438,Girdawari,Jammu & Kashmir,484/1D,Kiran Yadav,16696520,17438096,0,False,Kiran Yadav,3360559,DTLPY1182M,XXXX-XXXX-6088,Aadhaar,3408234,305242905344596,09-12-2023,,,,,,3743725,0,False,7545820,01DTLPY1182M4ZA,False,13784000,13784000,3428000,268251681336131034,ICICI Finance,125000,False,,,0.2129,False,False,0.2054,0.2821,0.8097,False,False,0.0713,False,0,1,4.0087,5.6088,,4.5269,False,0.5761,False,Passed,False,0,Clean,False,False,Approved,1413,0,Clean,Hindi,,False,23d2d95fa866
SRS-2024-000561,23-03-2023,FY2022-23,Goa,Private_Bank,MSME,Self_Employed_Professional,Branch,14,609,12185501,,,,,,,,,Neha Bose,3092915,TZOPB0436I,XXXX-XXXX-0600,PAN_Card,3006185,046427050377784,28-12-2022,,,,,,3156002,2,False,8149530,30TZOPB0436I7Z8,False,12158000,12158000,2770000,263151140897542865,,,,,,0.2976,False,False,0.3197,0.1694,0.8725,False,False,0.0266,False,0,1,8.8307,9.645,,,False,0.2485,False,Not_Applicable,,2,Clean,False,False,Approved,1326,0,Clean,English,,False,d5bd92a41571
