application_id,lending_segment,borrower_name,declared_income_annual,itr_declared_income,itr_acknowledgement_no,form_16_gross_salary,form_16_employer_tan,salary_slip_gross_salary_monthly,salary_slip_employer_name,bank_statement_annual_credits,bank_statement_unusual_credits,gst_annual_turnover,gst_registration_number,gst_turnover_inconsistency_detected,nach_mandate_beneficiary_name,nach_mandate_authorized_amount,nach_mandate_alteration_detected,land_record_type,land_record_survey_no,land_record_owner_name,sale_deed_consideration_value,ec_registered_value,ec_liens_count,pdf_metadata_modification_delay_days,compression_anomaly_detected,cloned_signature_detected,font_substitution_detected,physical_coherence_anomaly_detected,ai_generation_score,double_pledge_detected,guarantor_name,guarantor_overcommitment_detected,document_primary_language,is_fraud,fraud_pattern,adverse_action_reason
APP20260627,Retail,Krishna Kumar,422208,422208,053252850554650,392460,HBOS58893X,32705,Godrej Industries,381649,0,0,None,0,PolyOculus Finance,14082,0,None,None,None,0,0,0,3,0,0,0,0,0.0631,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260628,MSME,Sunil Mishra,2568439,2568439,495155341819176,0,None,0,None,2615765,0,3310796,09AFFBA5227MQVW,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.0814,0,Aarav Khan,0,English,0,clean,Application cleared all automated document checks.
APP20260629,Agricultural,Mohammad Reddy,956319,0,None,0,None,0,None,973524,0,0,None,0,None,0,0,Patta,33/10,Mohammad Reddy,0,0,0,0,0,0,0,0,0.0669,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260630,MSME,Sanjay Mehta,4131465,4131465,755777635739998,0,None,0,None,4153241,0,6011919,93BAPVP2248X48C,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0382,0,Reyansh Khan,0,English,0,clean,Application cleared all automated document checks.
APP20260631,Housing,Sai Naidu,1637220,1637220,579391280332403,1637220,YPGP78410B,136435,State Bank of India,1631740,0,0,None,0,PolyOculus Finance,68217,0,7/12 Extract,912/11,Sai Naidu,6479458,6479458,0,2,0,0,0,0,0.1072,0,Krishna Choudhury,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260632,MSME,Krishna Gowda,2724189,2724189,918155023129613,0,None,0,None,2703322,0,3832019,40CQZOD7114CW29,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.0819,0,Vikram Prasad,1,English,1,guarantor_overcommitment,Adverse Action Recommended: Guarantor risk alert. Stated guarantor 'Vikram Prasad' is co-committed in 3 other active commercial credit applications exceeding their aggregate net worth.
APP20260633,Agricultural,Aditya Verma,1006473,0,None,0,None,0,None,988015,0,0,None,0,None,0,0,Patta,999/99X,Aditya Verma,0,0,0,3,1,0,1,1,0.0942,0,None,0,Tamil,1,survey_number_substitution,Adverse Action Recommended: Survey number substitution detected. Pixel-level compression differences and physical alignment errors on the land record document indicate the survey field was altered.
APP20260634,MSME,Geeta Mehta,1052718,1052718,771917943162534,0,None,0,None,1058998,0,1538163,39USZGJ0868OPHW,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0221,0,Priya Pillai,0,English,0,clean,Application cleared all automated document checks.
APP20260635,Agricultural,Swati Gupta,798287,0,None,0,None,0,None,810518,0,0,None,0,None,0,0,7/12 Extract,521/12A,Swati Gupta,0,0,0,2,0,0,0,0,0.0431,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260636,Housing,Sanjay Kulkarni,1889220,1889220,513168614034899,1889220,UYWH09884R,157435,Tech Mahindra,1895952,0,0,None,0,PolyOculus Finance,78717,0,7/12 Extract,819/10B,Sanjay Kulkarni,6522508,6522508,0,3,0,0,0,0,0.0216,0,Neha Banerjee,0,English,0,clean,Application cleared all automated document checks.
APP20260637,Agricultural,Anil Kulkarni,1199831,0,None,0,None,0,None,1216899,0,0,None,0,None,0,0,Patta,835/9B,Anil Kulkarni,0,0,0,0,0,0,0,0,0.0151,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260638,Housing,Rahul Mehta,1455240,1455240,833473110742733,1455240,OEZR22871W,121270,Aditya Birla Group,1461396,0,0,None,0,PolyOculus Finance,60635,0,7/12 Extract,210/9D,Rahul Mehta,14987411,14987411,0,1,0,0,0,0,0.0538,0,Sai Khan,0,English,0,clean,Application cleared all automated document checks.
APP20260639,Agricultural,Aaradhya Rao,285838,0,None,0,None,0,None,300456,0,0,None,0,None,0,0,7/12 Extract,522/9A,Aaradhya Rao,0,0,0,2,0,0,0,0,0.0415,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260640,Retail,Meena Sharma,1687726,1687726,088911836281814,1662360,ITNA94178M,138530,Tata Consultancy Services,1649275,0,0,None,0,PolyOculus Finance,56412,0,None,None,None,0,0,0,3,0,0,0,0,0.0667,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260641,MSME,Reyansh Yadav,715224,715224,080029827408750,0,None,0,None,763425,0,903311,63YTYRQ7050UK9Q,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0871,0,Geeta Joshi,0,English,0,clean,Application cleared all automated document checks.
APP20260642,Agricultural,Mohammad Gupta,497390,0,None,0,None,0,None,485213,0,0,None,0,None,0,0,7/12 Extract,999/99X,Mohammad Gupta,0,0,0,1,1,0,1,1,0.1441,0,None,0,Marathi,1,survey_number_substitution,Adverse Action Recommended: Survey number substitution detected. Pixel-level compression differences and physical alignment errors on the land record document indicate the survey field was altered.
APP20260643,Retail,Geeta Bose,1541206,1541206,502144557481257,1525872,QJMU54808R,127156,Infosys Limited,1540352,0,0,None,0,PolyOculus Finance,51862,0,None,None,None,0,0,0,0,0,0,0,0,0.076,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260644,Housing,Kiran Sharma,2064396,2064396,850662718918309,2064396,PTOW26086L,172033,Infosys Limited,2068713,0,0,None,0,PolyOculus Finance,86016,0,7/12 Extract,716/2A,Kiran Sharma,12397574,12397574,0,2,0,0,0,0,0.1198,0,Shalini Menon,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260645,MSME,Sai Joshi,3710575,3710575,883092399678187,0,None,0,None,3751648,0,4703167,52DOHBA3148C3LI,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.113,0,Rahul Patel,0,English,0,clean,Application cleared all automated document checks.
APP20260646,Agricultural,Priya Chatterjee,663944,0,None,0,None,0,None,659088,0,0,None,0,None,0,0,7/12 Extract,725/5C,Priya Chatterjee,0,0,0,2,0,0,0,0,0.1169,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260647,Housing,Rajesh Nair,1625040,1625040,017947158781453,1625040,TWDU99302L,135420,HCL Technologies,1633481,0,0,None,0,PolyOculus Finance,67710,0,7/12 Extract,528/2B,Rajesh Nair,10350868,10350868,0,0,0,0,0,0,0.0231,0,Karan Reddy,0,English,0,clean,Application cleared all automated document checks.
APP20260648,Agricultural,Kavitha Banerjee,763875,0,None,0,None,0,None,772391,0,0,None,0,None,0,0,7/12 Extract,29/3B,Kavitha Banerjee,0,0,0,1,0,0,0,0,0.0418,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260649,Housing,Sunil Deshmukh,715380,715380,340284387497472,715380,MHFA14885K,59615,Mahindra & Mahindra,720421,0,0,None,0,PolyOculus Finance,29807,0,7/12 Extract,195/7,Sunil Deshmukh,13269573,13269573,0,3,0,0,0,0,0.0756,0,Ramesh Prasad,0,English,0,clean,Application cleared all automated document checks.
APP20260650,Retail,Geeta Patil,610638,610638,530420632408237,592452,ZKKD62578T,49371,Tata Consultancy Services,590770,0,0,None,0,PolyOculus Finance,20748,0,None,None,None,0,0,0,1,0,0,0,0,0.1351,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260651,Retail,Divya Naidu,1402400,1402400,772305874579384,1391436,GAER34758P,115953,Mahindra & Mahindra,1387544,0,0,None,0,PolyOculus Finance,47381,0,None,None,None,0,0,0,1,0,0,0,0,0.0347,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260652,Retail,Arjun Prasad,1546067,1546067,284871717164104,1528800,JXLD44026R,127400,ICICI Bank,1517536,0,0,None,0,PolyOculus Finance,51960,0,None,None,None,0,0,0,0,0,0,0,0,0.0438,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260653,Retail,Shalini Mishra,579777,579777,890581879970981,576384,KMCK00480G,48032,HCL Technologies,564018,0,0,None,0,PolyOculus Finance,20212,0,None,None,None,0,0,0,1,0,0,0,0,0.0145,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260654,Retail,Aditya Joshi,777129,777129,118193218124990,758016,FOTT30866R,63168,ICICI Bank,746578,0,0,None,0,PolyOculus Finance,26267,0,None,None,None,0,0,0,0,0,0,0,0,0.1418,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260655,MSME,Krishna Banerjee,4437733,4437733,181582627808746,0,None,0,None,4410230,0,6533099,16JFMQQ3408NKA0,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.1488,0,Karan Dutta,0,English,0,clean,Application cleared all automated document checks.
APP20260656,Agricultural,Ramesh Verma,247428,0,None,0,None,0,None,238300,0,0,None,0,None,0,0,Patta,588/3D,Ramesh Verma,0,0,0,0,0,0,0,0,0.1031,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260657,Agricultural,Karan Dutta,693263,0,None,0,None,0,None,708797,0,0,None,0,None,0,0,Patta,644/1B,Karan Dutta,0,0,0,2,0,0,0,0,0.1335,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260658,Agricultural,Divya Rao,582621,0,None,0,None,0,None,573979,0,0,None,0,None,0,0,7/12 Extract,999/99X,Divya Rao,0,0,0,1,1,0,1,1,0.1358,0,None,0,Marathi,1,survey_number_substitution,Adverse Action Recommended: Survey number substitution detected. Pixel-level compression differences and physical alignment errors on the land record document indicate the survey field was altered.
APP20260659,MSME,Vikram Gupta,3439348,3439348,983918233782455,0,None,0,None,3462782,0,18860036,76TGWHG9518AM0T,1,None,0,0,None,None,None,0,0,0,0,0,0,1,0,0.0316,0,Rajesh Patel,0,English,1,gst_manipulation,"Adverse Action Recommended: GST turnover inconsistency. Declared GST annual turnover of ₹18,860,036 contradicts verified ITR receipts of ₹3,439,348."
APP20260660,Housing,Sai Singh,1648596,1648596,739669124143319,1648596,JPWQ59390E,137383,Wipro Technologies,1651556,0,0,None,0,PolyOculus Finance,68691,0,7/12 Extract,87/12A,Sai Singh,9488318,9488318,0,0,0,0,0,0,0.0722,0,Reyansh Chatterjee,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260661,Retail,Krishna Deshmukh,559601,559601,863381061820568,537720,XIDB11323A,44810,ICICI Bank,525803,0,0,None,0,PolyOculus Finance,18924,0,None,None,None,0,0,0,2,0,0,0,0,0.0763,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260662,MSME,Reyansh Prasad,714140,714140,549414937810572,0,None,0,None,752666,0,994655,97PTZHO4468G851,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.0519,0,Divya Prasad,0,English,0,clean,Application cleared all automated document checks.
APP20260663,Retail,Vikram Patel,1784689,1784689,145240567351717,1782816,SSMK17246Y,148568,Wipro Technologies,1779691,0,0,None,0,PolyOculus Finance,60427,0,None,None,None,0,0,0,2,0,0,0,0,0.1322,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260664,Housing,Karan Gupta,1100244,1100244,180117661821452,1100244,EAWE19051A,91687,HCL Technologies,1090684,0,0,None,0,PolyOculus Finance,45843,0,7/12 Extract,729/11C,Karan Gupta,12158344,12158344,0,3,0,0,0,0,0.0336,0,Ananya Singh,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260665,MSME,Diya Patil,3174701,3174701,805414207607527,0,None,0,None,3195315,0,4989081,12MCPJA0991PXLK,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.0467,0,Mohammad Naidu,0,English,0,clean,Application cleared all automated document checks.
APP20260666,Agricultural,Neha Deshmukh,171649,0,None,0,None,0,None,152614,0,0,None,0,None,0,0,Patta,735/9B,Neha Deshmukh,0,0,0,1,0,0,0,0,0.0647,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260667,MSME,Pooja Singh,1056079,1056079,441219871672792,0,None,0,None,1032299,0,1720616,32VDTLM6339YB4H,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.048,0,Vijay Yadav,0,English,0,clean,Application cleared all automated document checks.
APP20260668,Agricultural,Sunil Deshmukh,1075641,0,None,0,None,0,None,1056936,0,0,None,0,None,0,0,7/12 Extract,112/9D,Sunil Deshmukh,0,0,0,0,0,0,0,0,0.0763,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260669,Retail,Swati Yadav,1402788,1402788,015422712431854,1396800,TAJH57374S,116400,Tata Consultancy Services,1391003,0,0,None,0,PolyOculus Finance,47560,0,None,None,None,0,0,0,1,0,0,0,0,0.0341,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260670,Retail,Sunil Gupta,324569,324569,353849132350752,305052,NGLH86724Q,25421,HDFC Bank Ltd,299089,0,0,None,0,PolyOculus Finance,11168,0,None,None,None,0,0,0,0,0,0,0,0,0.1471,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260671,Retail,Priya Gupta,1658094,1658094,824463258906803,1646580,NPAB49180Q,137215,HDFC Bank Ltd,1642541,0,0,None,0,PolyOculus Finance,55886,0,None,None,None,0,0,0,3,0,0,0,0,0.1281,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260672,Retail,Vivaan Nair,1513107,1513107,430749520442847,1484196,XODT48452C,123683,Aditya Birla Group,1469725,0,0,None,0,PolyOculus Finance,50473,0,None,None,None,0,0,0,1,0,0,0,0,0.0609,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260673,Retail,Yagyesh Kumar,1598481,1598481,042438668543739,1571400,IARH18606R,130950,Larsen & Toubro,1581467,0,0,None,0,PolyOculus Finance,53380,0,None,None,None,0,0,0,2,0,0,0,0,0.1047,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260674,Retail,Fatima Sharma,621322,621322,007598018575665,593832,NEDE79772C,49486,Tech Mahindra,602999,0,0,None,0,PolyOculus Finance,20794,0,None,None,None,0,0,0,3,0,0,0,0,0.0647,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260675,Housing,Swati Reddy,1518348,1518348,126592862366613,1518348,OZLZ50351L,126529,HDFC Bank Ltd,1528246,0,0,None,0,PolyOculus Finance,63264,0,7/12 Extract,176/5A,Swati Reddy,10900345,10900345,0,1,0,0,0,0,0.0667,0,Kiran Khan,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260676,MSME,Vihaan Choudhury,932037,932037,454593366636579,0,None,0,None,888827,0,1176019,62UXRXR0097DR79,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.1196,0,Diya Gowda,0,English,0,clean,Application cleared all automated document checks.
APP20260677,Retail,Vihaan Kumar,1149466,1149466,589011195678839,1148436,RADN53564I,95703,Infosys Limited,1135902,0,0,None,0,PolyOculus Finance,39281,0,None,None,None,0,0,0,0,0,0,0,0,0.0818,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260678,Retail,Divya Naidu,3382560,1720585,317415582107191,1691280,XGHI56129V,281880,Tech Mahindra,1705770,0,0,None,0,PolyOculus Finance,57376,0,None,None,None,0,0,0,0,1,0,1,0,0.1107,0,None,0,English,1,income_inflation,"Adverse Action Recommended: Semantic mismatch detected. Declared annual salary slips project ₹3,382,560 gross income, but bank statement salary credits annualized show only ₹1,705,770."
APP20260679,Housing,Rahul Nair,1776288,1776288,255912305248906,1776288,QLDT23883L,148024,ICICI Bank,1773572,0,0,None,0,PolyOculus Finance,74012,0,7/12 Extract,792/7B,Rahul Nair,13717227,13717227,0,1,0,0,0,0,0.1021,0,Sunita Dutta,0,English,0,clean,Application cleared all automated document checks.
APP20260680,Retail,Karan Dutta,710937,710937,478851859239411,682308,DLJU66520L,56859,Aditya Birla Group,677479,0,0,None,0,PolyOculus Finance,23743,0,None,None,None,0,0,0,2,0,0,0,0,0.1052,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260681,MSME,Krishna Bose,1860241,1860241,631460404951839,0,None,0,None,1888991,0,2965935,19PYOFT7835WRVN,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.1432,0,Aaradhya Sharma,0,English,0,clean,Application cleared all automated document checks.
APP20260682,MSME,Vijay Khan,2409472,2409472,880251709408209,0,None,0,None,2451012,0,3565648,38SYYHQ2029CHEH,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.0168,0,Shalini Chatterjee,0,English,0,clean,Application cleared all automated document checks.
APP20260683,Retail,Krishna Verma,1631907,1631907,317919396013254,1609908,LPUQ29495Y,134159,State Bank of India,1621661,0,0,None,0,PolyOculus Finance,54663,0,None,None,None,0,0,0,3,0,0,0,0,0.1002,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260684,Housing,Ananya Mishra,867936,867936,436064943476792,867936,WIUH27396P,72328,Godrej Industries,868282,0,0,None,0,PolyOculus Finance,36164,0,7/12 Extract,109/1,Ananya Mishra,8789809,8789809,0,1,0,0,0,0,0.1331,0,Ritu Chatterjee,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260685,MSME,Arjun Chatterjee,3815193,3815193,056913685014202,0,None,0,None,3789290,0,6433251,83WHPUM0758YI97,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.0187,0,Aarav Choudhury,0,English,0,clean,Application cleared all automated document checks.
APP20260686,Retail,Sandeep Gupta,1291813,1291813,968906915323908,1290696,OJAJ77838I,107558,HDFC Bank Ltd,1299233,0,0,None,0,PolyOculus Finance,44023,0,None,None,None,0,0,0,0,0,0,0,0,0.1201,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260687,MSME,Kavitha Naidu,693350,693350,680258873359929,0,None,0,None,736652,0,1059133,18AFJTT7059RTYK,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.1391,0,Vivaan Naidu,0,English,0,clean,Application cleared all automated document checks.
APP20260688,Agricultural,Rahul Patil,1067146,0,None,0,None,0,None,1086488,0,0,None,0,None,0,0,7/12 Extract,102/7B,Rahul Patil,0,0,0,2,0,0,0,0,0.032,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260689,MSME,Sanjay Joshi,765515,765515,964209978459590,0,None,0,None,737559,0,937461,61SCVVQ9801E3ND,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0285,0,Meena Reddy,0,English,0,clean,Application cleared all automated document checks.
APP20260690,Agricultural,Yagyesh Singh,217839,0,None,0,None,0,None,217189,0,0,None,0,None,0,0,Patta,124/10C,Yagyesh Singh,0,0,0,3,0,0,0,0,0.0437,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260691,MSME,Rahul Sharma,4245864,4245864,649324678661614,0,None,0,None,4204190,0,5831971,78OSOKU8914HL1N,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.0416,0,Aarav Kulkarni,0,English,0,clean,Application cleared all automated document checks.
APP20260692,Agricultural,Krishna Bose,1169555,0,None,0,None,0,None,1185961,0,0,None,0,None,0,0,7/12 Extract,26/3B,Krishna Bose,0,0,0,3,0,0,0,0,0.0203,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260693,Agricultural,Anil Patil,980947,0,None,0,None,0,None,986886,0,0,None,0,None,0,0,Patta,412/4,Anil Patil,0,0,0,3,0,0,0,0,0.0168,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260694,Agricultural,Karan Verma,707804,0,None,0,None,0,None,688329,0,0,None,0,None,0,0,Patta,672/11C,Karan Verma,0,0,0,1,0,0,0,0,0.1123,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260695,Agricultural,Aarav Menon,210424,0,None,0,None,0,None,199806,0,0,None,0,None,0,0,Patta,178/1A,Aarav Menon,0,0,0,1,0,0,0,0,0.0921,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260696,Agricultural,Kavitha Reddy,1130399,0,None,0,None,0,None,1149553,0,0,None,0,None,0,0,Patta,795/8B,Kavitha Reddy,0,0,0,2,0,0,0,0,0.0321,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260697,Agricultural,Shalini Gowda,1052578,0,None,0,None,0,None,1035395,0,0,None,0,None,0,0,Patta,60/10D,Shalini Gowda,0,0,0,1,1,1,0,1,0.1457,0,None,0,Tamil,1,cultivator_name_substitution,Adverse Action Recommended: Cultivator name mismatch. The cultivator name stated in the submitted land record contains edited pixel blocks; registry records list a different landowner.
APP20260698,Housing,Ritu Nair,1459896,1459896,951379223510575,1459896,JJFX87348T,121658,HCL Technologies,1462052,0,0,None,0,PolyOculus Finance,60829,0,7/12 Extract,136/8D,Ritu Nair,4506651,4506651,0,2,0,0,0,0,0.0461,0,Ritu Verma,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260699,Retail,Aarav Rao,988136,988136,150046794139330,960600,YRBF79483B,80050,ICICI Bank,962854,0,0,None,0,PolyOculus Finance,33020,0,None,None,None,0,0,0,3,0,0,0,0,0.0244,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260700,Housing,Krishna Singh,1258044,1258044,234279730869407,1258044,DYCQ55399W,104837,Larsen & Toubro,1267073,0,0,None,0,PolyOculus Finance,52418,0,7/12 Extract,449/6C,Krishna Singh,5603881,5603881,0,2,0,0,0,0,0.0523,0,Mohammad Mishra,0,English,0,clean,Application cleared all automated document checks.
APP20260701,Housing,Kavitha Chatterjee,2360232,2360232,450601274475206,2360232,OEPL21866P,196686,Reliance Industries,2354598,0,0,None,0,PolyOculus Finance,98343,0,7/12 Extract,589/7B,Kavitha Chatterjee,5528807,5528807,0,2,0,0,0,0,0.0978,0,Vijay Verma,0,English,0,clean,Application cleared all automated document checks.
APP20260702,MSME,Sandeep Rao,4160347,4160347,386249672531160,0,None,0,None,4122657,0,5619868,90QFUNH2266QFV2,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.1242,0,Neha Joshi,0,English,0,clean,Application cleared all automated document checks.
APP20260703,Agricultural,Yagyesh Pillai,1078127,0,None,0,None,0,None,1079334,0,0,None,0,None,0,0,Patta,928/7,Yagyesh Pillai,0,0,0,2,0,0,0,0,0.1066,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260704,Agricultural,Amit Mishra,665595,0,None,0,None,0,None,659583,0,0,None,0,None,0,0,Patta,743/7B,Amit Mishra,0,0,0,1,0,0,0,0,0.0274,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260705,MSME,Aaradhya Gowda,4433596,4433596,442085994249423,0,None,0,None,4414796,0,6327057,06ENHQC8672BERA,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.1379,0,Aaradhya Chatterjee,0,English,0,clean,Application cleared all automated document checks.
APP20260706,Housing,Sunita Singh,1033224,1033224,398418248638849,1033224,GKBO25625G,86102,Aditya Birla Group,1041925,0,0,None,0,PolyOculus Finance,43051,0,7/12 Extract,506/12D,Sunita Singh,13398291,13398291,0,3,0,0,0,0,0.0735,0,Meena Choudhury,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260707,Agricultural,Vijay Yadav,741597,0,None,0,None,0,None,760736,0,0,None,0,None,0,0,7/12 Extract,843/6,Vijay Yadav,0,0,0,3,0,0,0,0,0.0148,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260708,MSME,Rahul Pillai,3961783,3961783,217923115788081,0,None,0,None,3992512,0,5439488,92ASELT9811S8ZK,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.1185,0,Ritu Nair,0,English,0,clean,Application cleared all automated document checks.
APP20260709,MSME,Yagyesh Patil,4424638,4424638,055192554358053,0,None,0,None,4384735,0,7931029,17OJHTO5820VLPP,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.1145,0,Sunil Prasad,0,English,0,clean,Application cleared all automated document checks.
APP20260710,Retail,Amit Naidu,1667213,1667213,842805510404334,1646868,NYIR53378L,137239,Infosys Limited,1637508,0,0,None,0,PolyOculus Finance,55895,0,None,None,None,0,0,0,1,0,0,0,0,0.1459,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260711,Housing,Aarav Sharma,2004276,2004276,374516343318827,2004276,PMHD82599A,167023,State Bank of India,2001923,0,0,None,0,PolyOculus Finance,83511,0,7/12 Extract,850/8,Aarav Sharma,7339808,7339808,0,0,0,0,0,0,0.0641,0,Arjun Banerjee,0,English,0,clean,Application cleared all automated document checks.
APP20260712,Retail,Amit Verma,726218,726218,954173065068726,721176,AUQV44885P,60098,Wipro Technologies,733724,0,0,None,0,PolyOculus Finance,25039,0,None,None,None,0,0,0,2,0,0,0,0,0.1234,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260713,MSME,Kiran Reddy,3565186,3565186,652943774990369,0,None,0,None,3590295,0,4815599,03VTBRL1626Z428,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.0394,0,Vikram Khan,0,English,0,clean,Application cleared all automated document checks.
APP20260714,MSME,Yagyesh Khan,447322,447322,481254424339608,0,None,0,None,494028,0,608529,95EANSV3686Z7DP,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.0955,0,Sanjay Gowda,0,English,0,clean,Application cleared all automated document checks.
APP20260715,MSME,Aaradhya Sharma,3460356,3460356,771449284631566,0,None,0,None,3499666,0,4331919,08YUCOD7888SLWV,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.1112,0,Vivaan Deshmukh,0,English,0,clean,Application cleared all automated document checks.
APP20260716,MSME,Krishna Banerjee,4274163,4274163,169011480779327,0,None,0,None,4295224,0,6738698,46OVZPS0743GVC3,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.0408,0,Meena Mishra,0,English,0,clean,Application cleared all automated document checks.
APP20260717,Agricultural,Fatima Bose,821939,0,None,0,None,0,None,834321,0,0,None,0,None,0,0,Patta,371/10,Fatima Bose,0,0,0,1,0,0,0,0,0.0748,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260718,Housing,Karan Khan,2329920,2329920,225458963156197,2329920,PQIC85157Q,194160,Godrej Industries,2332600,0,0,None,0,PolyOculus Finance,97080,0,7/12 Extract,812/2D,Karan Khan,13000204,13000204,0,3,0,0,0,0,0.0335,0,Krishna Pillai,0,English,0,clean,Application cleared all automated document checks.
APP20260719,Retail,Aarav Patil,1656161,1656161,014141536227686,1636632,PLBS04468Z,136386,Mahindra & Mahindra,1649977,0,0,None,0,PolyOculus Finance,55554,0,None,None,None,0,0,0,3,0,0,0,0,0.1101,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260720,MSME,Yagyesh Kulkarni,4383896,4383896,477868136674936,0,None,0,None,4402682,0,6519136,68FHVGI9510CLRB,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0119,0,Reyansh Dutta,0,English,0,clean,Application cleared all automated document checks.
APP20260721,MSME,Sandeep Menon,4794231,4794231,916395006844082,0,None,0,None,4783887,0,8066667,63NGZOH9984N83C,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.0378,0,Anil Mehta,0,English,0,clean,Application cleared all automated document checks.
APP20260722,Retail,Anil Dutta,656098,656098,154496714135771,627636,VIJS31823M,52303,Mahindra & Mahindra,624853,0,0,None,0,PolyOculus Finance,21921,0,None,None,None,0,0,0,3,0,0,0,0,0.0808,0,None,0,English,0,clean,Application cleared all automated document checks.
